unique_name,strongs,founder,people_group,latitude,lat,longitude,long,bcv_id
Keilah@Jos.15.44,H7084,Garmites@1Ch.4.19,,31.614175,31.6,35.002752,35.0,jos.15.44
Kenath@Num.21.30,H7079,,,32.756919,32.7,36.616400,36.6,num.21.30
Kerioth-hezron@Jos.15.25,H7152G,,,31.162327,31.1,35.057114,35.0,jos.15.25
Kibroth-hattaavah@Num.11.34,H6914,,,28.916667,28.9,34.500000,34.5,num.11.34
Kibzaim@Jos.21.22,H6911,,,31.833333,31.8,35.300000,35.3,jos.21.22
Kidron@2Sa.15.23,H6939,,,31.772134,31.7,35.236596,35.2,2sa.15.23
Kinah@Jos.15.22,H7016,,,31.1858,31.1,34.96745,34.9,jos.15.22
King's_Highway@Num.20.17,H4428I,,,31.18132579594509,31.1,35.70214779044711,35.7,num.20.17
King's_Valley@Gen.14.17,H4428L,,,31.777444,31.7,35.234935,35.2,gen.14.17
Kir@1Sa.22.3,H7024B,,,31.18132579594509,31.1,35.70214779044711,35.7,1sa.22.3
Kiriathaim@Gen.14.5,H7156G,,,31.58333333329998,31.5,35.70000000000012,35.7,gen.14.5
Kiriathaim@1Ch.6.76,H7156I,,,33.125828,33.1,35.165000,35.1,1ch.6.76
Kiriath-huzoth@Num.22.39,H7155,,,31.76503129703305,31.7,35.71856575741812,35.7,num.22.39
Kiriath-jearim@Jos.9.17,H7157,,,31.771104,31.7,34.993812,34.9,jos.9.17
Kishion@Jos.19.20,H7191,,,32.559061,32.5,35.246206,35.2,jos.19.20
Kishon@Jdg.4.7,H7028,,,32.761948,32.7,35.064096,35.0,jdg.4.7
Kitron@Jdg.1.30,H7003,,,32.753141,32.7,35.279335,35.2,jdg.1.30
Koa@Ezk.23.23,H6970,,,34.798311,34.7,48.514966,48.5,ezk.23.23
Kue@1Ki.10.28,H4723A,,,36.91802695356275,36.9,34.89153398422567,34.8,1ki.10.28
Laban@Deu.1.1,H3837B,,,31.8099,31.8,34.9365,34.9,deu.1.1
Lachish@Jos.10.3,H3923,,,31.56485056116292,31.5,34.8467256730566,34.8,jos.10.3
Lahmam@Jos.15.40,H3903,,,31.566667,31.5,34.900000,34.9,jos.15.40
Laishah@Isa.10.30,H3919C,,,31.800000,31.8,35.250000,35.2,isa.10.30
Lakkum@Jos.19.33,H3946,,,32.68695640243183,32.6,35.39091304299688,35.3,jos.19.33
Laodicea@Col.2.1,G2993,,,37.76986723761415,37.7,29.06450110237073,29.0,col.2.1
Lasea@Act.27.8,G2996,,,34.93491734364034,34.9,24.80919899172515,24.8,act.27.8
Lasha@Gen.10.19,H3962,,,31.718148,31.7,35.584826,35.5,gen.10.19
Lasharon@Jos.12.18,H8289G,,,32.725440,32.7,35.467002,35.4,jos.12.18
Lebanon@Deu.1.7,H3844G,,,33.752479,33.7,35.590804,35.5,deu.1.7
Lebanon_Mount@Jdg.3.3,H3844H,,,33.752479,33.7,35.590804,35.5,jdg.3.3
Lebanon_Valley@Jos.11.17,H3844I,,,0,,14z,,jos.11.17
Lebaoth@Jos.15.32,H3822,,,31.391668,31.3,34.940502,34.9,jos.15.32
Leb-kamai@Jer.51.1,H3820B,,,30.9620520474569,30.9,46.10374195774169,46.1,jer.51.1
Lebonah@Jdg.21.19,H3829,,,32.070770,32.0,35.239871,35.2,jdg.21.19
Lehi@Jdg.15.9,H3896,,,31.75274835811488,31.7,34.97660913147738,34.9,jdg.15.9
Libnah@Num.33.20,H3841G,,,31.8099,31.8,34.9365,34.9,num.33.20
Libnah@Jos.10.29,H3841H,,,31.56485056116292,31.5,34.8467256730566,34.8,jos.10.29
Libya@2Ch.12.3,H3864,,,32.824979,32.8,21.858301,21.8,2ch.12.3
Lod@1Ch.8.12,H3850,,,31.95138888888889,31.9,34.89527777777778,34.8,1ch.8.12
Lo-debar@Jos.13.26,H3810,,,32.662488,32.6,35.783568,35.7,jos.13.26
Luhith@Isa.15.5,H3872,,,31.288056,31.2,35.515000,35.5,isa.15.5
Luz@Jdg.1.26,H3870G,,,37,,36.57,36.5,jdg.1.26
Lycaonia@Act.14.6,G3071,,,37.88353038890398,37.8,32.4942625657248,32.4,act.14.6
Lycia@Act.27.5,G3073,,,36.27471786927205,36.2,29.3186378339052,29.3,act.27.5
Lystra@Act.14.6,G3082,,,37.57813498250009,37.5,32.45318282875567,32.4,act.14.6
Maacah@Jos.13.13,H4601R,,,33.2,33.2,36.5,36.5,jos.13.13
Maarath@Jos.15.59,H4638,,,31.621003,31.6,35.102328,35.1,jos.15.59
Maareh-geba@Jdg.20.33,H4629G,,,31.82378102460309,31.8,35.23100936128631,35.2,jdg.20.33
Macedonia@Act.16.9,G3109,,,40.632155565205,40.6,22.9320868699276,22.9,act.16.9
Machpelah@Gen.23.9,H4375,,,31.52464794555393,31.5,35.11073465087356,35.1,gen.23.9
Madmannah@Jos.15.31,H4089G,,,31.391668,31.3,34.940502,34.9,jos.15.31
Madmen@Jer.48.2,H4086,,,0,,14z,,jer.48.2
Madmenah@Isa.10.31,H4088,,,31.800000,31.8,35.250000,35.2,isa.10.31
Madon@Jos.11.1,H4068,,,32.799879,32.7,35.459506,35.4,jos.11.1
Magadan@Mat.15.39,G3093,,,32.84733494629723,32.8,35.5229361797708,35.5,mat.15.39
Magbish@Ezr.2.30,H4019,,,0,,14z,,ezr.2.30
Magog@Ezk.38.2,H4031H,Magog@Gen.10.2,,46,,47,,ezk.38.2
Mahanaim@Gen.32.2,H4266,,,32.214708,32.2,35.632914,35.6,gen.32.2
Mahaneh-dan@Jdg.13.25,H4265,,,31.758315,31.7,34.994252,34.9,jdg.13.25
Makaz@1Ki.4.9,H4739,,,31.870364,31.8,34.981728,34.9,1ki.4.9
Makheloth@Num.33.25,H4722,,,30.317396,30.3,35.407152,35.4,num.33.25
Makkedah@Jos.10.10,H4719,,,31.935117,31.9,34.781326,34.7,jos.10.10
Malta@Act.28.1,G3194,,,35.85282675242785,35.8,14.53243601407711,14.5,act.28.1
Mamre@Gen.13.18,H4471G,,,31.54909871686872,31.5,35.09356062020027,35.0,gen.13.18
Manahath@Jdg.20.43,H4506A,,,31.752603,31.7,35.181972,35.1,jdg.20.43
Maon@Jos.15.55,H4584G,,,31.41666666666668,31.4,35.1166666666667,35.1,jos.15.55
Marah@Exo.15.23,H4785,,,29.350000,29.3,32.933333,32.9,exo.15.23
Mareal@Jos.19.11,H4831,,,32.697409,32.6,35.241789,35.2,jos.19.11
Mareshah@Jos.15.44,H4762G,,,31.60393321295081,31.6,34.90237777777779,34.9,jos.15.44
Maroth@Mic.1.12,H4796,,,31.743719,31.7,34.694006,34.6,mic.1.12
Mashal@1Ch.6.74,H4913,,,33.047808,33.0,35.146201,35.1,1ch.6.74
Masrekah@Gen.36.36,H4957,,,30.734691,30.7,35.606250,35.6,gen.36.36
Massah@Exo.17.7,H4532,,,28.73106102564323,28.7,33.84169995726504,33.8,exo.17.7
Mattanah@Num.21.18,H4980,,,31.718148,31.7,35.584826,35.5,num.21.18
Mearah@Jos.13.4,H4632,,,33.633333,33.6,35.433333,35.4,jos.13.4
Meconah@Neh.11.28,H4368,,,31.370835,31.3,34.860665,34.8,neh.11.28
Medeba@Num.21.30,H4311,,,31.72045763248588,31.7,35.79197231962891,35.7,num.21.30
Media@Ezr.6.2,H4074H,,,34.798311,34.7,48.514966,48.5,ezr.6.2
Megiddo@Jos.12.21,H4023,,,32.58418313614938,32.5,35.18229165870594,35.1,jos.12.21
Me-jarkon@Jos.19.46,H4313,,,32.132898,32.1,34.788144,34.7,jos.19.46
Memphis@Isa.19.13,H5297,,,29.849632,29.8,31.253958,31.2,isa.19.13
Mephaath@Jos.13.18,H4158,,,31.850000,31.8,35.933333,35.9,jos.13.18
Meribah@Exo.17.7,H4809G,,,28.73106102564323,28.7,33.84169995726504,33.8,exo.17.7
Meribah@Num.20.13,H4809H,,,30.68771281376111,30.6,34.49479554246946,34.4,num.20.13
Meribah-kadesh@Deu.32.51,H4809I,,,30.68771281376111,30.6,34.49479554246946,34.4,deu.32.51
Merom@Jos.11.5,H4792,,,33.075269,33.0,35.605480,35.6,jos.11.5
Meronothite@1Ch.27.30,H4824,,,0,,14z,,1ch.27.30
Meroz@Jdg.5.23,H4789,,,32.68695640243183,32.6,35.39091304299688,35.3,jdg.5.23
Mesha@Gen.10.30,H4852,,,28.857260,28.8,34.859127,34.8,gen.10.30
Meshech@Psa.120.5,H4902H,Meshech@Gen.10.2,,46,,47,,psa.120.5
Meshech-Tubal@Ezk.32.26,H4902I,,,46,,47,,ezk.32.26
Mesopotamia@Gen.24.10,H0763G,,,32.53650368616845,32.5,44.42088287373876,44.4,gen.24.10
Michmash@1Sa.13.2,H4363,,,31.87018434231688,31.8,35.27923581936973,35.2,1sa.13.2
Michmethath@Jos.16.6,H4366,,,32.183333,32.1,35.283333,35.2,jos.16.6
Middin@Jos.15.61,H4081,,,31.743894,31.7,35.401591,35.4,jos.15.61
Midian@Gen.36.35,H4080H,Midian@Gen.25.2,,28.932881,28.9,34.90832,34.9,gen.36.35
Migdal-el@Jos.19.38,H4027,,,33.232131,33.2,35.362942,35.3,jos.19.38
Migdal-gad@Jos.15.37,H4028,,,31.666667,31.6,34.583333,34.5,jos.15.37
Migdol@Exo.14.2,H4024B,,,30.020296,30.0,32.372233,32.3,exo.14.2
Migron@1Sa.14.2,H4051,,,31.82378102460309,31.8,35.23100936128631,35.2,1sa.14.2
Miletus@Act.20.15,G3399,,,37.5,37.5,27.3,27.3,act.20.15
Millo@2Sa.5.9,H4407,,,31.777444,31.7,35.234935,35.2,2sa.5.9
Minni@Jer.51.27,H4508,,,40.6,40.6,44.6,44.6,jer.51.27
Minnith@Jdg.11.33,H4511,,,31.750000,31.7,35.850000,35.8,jdg.11.33
Mishal@Jos.19.26,H4861,,,33.047808,33.0,35.146201,35.1,jos.19.26
Misrephoth-maim@Jos.11.8,H4956,,,33.118952,33.1,35.139434,35.1,jos.11.8
Mithkah@Num.33.28,H4989,,,30.317396,30.3,35.407152,35.4,num.33.28
Mitylene@Act.20.14,G3412,,,39.10033557286295,39.1,26.55180477541001,26.5,act.20.14
Mizar_Mount@Psa.42.6,H4706,,,33.41615982399708,33.4,35.85725617635589,35.8,psa.42.6
Mizpah@Jdg.20.1,H4709G,,,31.83273947023218,31.8,35.1801628605877,35.1,jdg.20.1
Mizpeh@Jos.15.38,H4708G,,,31.56485056116292,31.5,34.8467256730566,34.8,jos.15.38
Mizpeh_Valley@Jos.11.8,H4709I,,,33.281770,33.2,35.573371,35.5,jos.11.8
Moab@Gen.36.35,H4124G,Moab@Gen.19.37,,31.49684513710609,31.4,35.78284105296996,35.7,gen.36.35
Moab_Plains@Num.22.1,H4124I,,,0,,14z,,num.22.1
Moladah@Jos.15.26,H4137,,,31.162327,31.1,35.057114,35.0,jos.15.26
Moreh@Gen.12.6,H4176G,,,32.21369123124062,32.2,35.2817986718367,35.2,gen.12.6
Moreh@Jdg.7.1,H4176H,,,32.61773063505183,32.6,35.35737645291343,35.3,jdg.7.1
Moresheth@Jer.26.18,H4183,,,31.60393321295081,31.6,34.90237777777779,34.9,jer.26.18
Moresheth-gath@Mic.1.14,H4182,,,31.60393321295081,31.6,34.90237777777779,34.9,mic.1.14
Moriah_Mount@Gen.22.2,H4179,,,31.77759385009378,31.7,35.23525140955081,35.2,gen.22.2
Mortar@Zep.1.11,H4389,,,31.777444,31.7,35.234935,35.2,zep.1.11
Moserah@Deu.10.6,H4149A,,,30.317396,30.3,35.407152,35.4,deu.10.6
Moseroth@Num.33.30,H4149B,,,30.317396,30.3,35.407152,35.4,num.33.30
Most_Holy_Place@1Ki.6.16,H6944H,,,31.777444,31.7,35.234935,35.2,1ki.6.16
Mozah@Jos.18.26,H4681,,,31.802641,31.8,35.158376,35.1,jos.18.26
Muster_Gate@Neh.3.31,H4662G,,,31.777444,31.7,35.234935,35.2,neh.3.31
Myra@Act.27.5,G3460,,,36.2307717908834,36.2,30.01145882074154,30.0,act.27.5
Mysia@Act.16.7,G3465,,,39.50664305923271,39.5,26.08059270470616,26.0,act.16.7
Naamah@Jos.15.41,H5279B,,,31.871782,31.8,34.871894,34.8,jos.15.41
Naaran@Jos.16.7,H5295,,,31.949518,31.9,35.458730,35.4,jos.16.7
Nahalol@Jdg.1.30,H5096,,,32.722209,32.7,35.352820,35.3,jdg.1.30
Nain@Luk.7.11,G3484,,,32.63083336680386,32.6,35.34782689102158,35.3,luk.7.11
Naioth@1Sa.19.18,H5121,,,31.83273947023218,31.8,35.1801628605877,35.1,1sa.19.18
Naphath@Jos.17.11,H5316G,,,32.58418313614938,32.5,35.18229165870594,35.1,jos.17.11
Nazareth@Mat.2.23,G3478,,,32.70674542474383,32.7,35.30152807767973,35.3,mat.2.23
Neapolis@Act.16.11,G3496,,,40.94413199321298,40.9,24.41767995412326,24.4,act.16.11
Neballat@Neh.11.34,H5041,,,31.992079,31.9,34.957563,34.9,neh.11.34
Nebo@Num.32.3,H5015A,,,31.748024,31.7,35.743257,35.7,num.32.3
Nebo@Ezr.2.29,H5015G,,,31.606256,31.6,35.037417,35.0,ezr.2.29
Nebo_Mount@Deu.32.49,H5015H,,,31.76135780447535,31.7,35.74614824478083,35.7,deu.32.49
Negeb@Gen.12.9,H5045G,,,30.3,30.3,34.2,34.2,gen.12.9
Neiel@Jos.19.27,H5272,,,32.894254,32.8,35.221877,35.2,jos.19.27
Nephtoah@Jos.15.9,H5318,,,31.683036,31.6,35.167987,35.1,jos.15.9
Netaim@1Ch.4.23,H5196,,,31.823337,31.8,34.777779,34.7,1ch.4.23
Netophah@2Sa.23.28,H5199,,,31.735465,31.7,35.220503,35.2,2sa.23.28
New_Gate@Jer.26.10,H2319G,,,31.777444,31.7,35.234935,35.2,jer.26.10
Nezib@Jos.15.43,H5334,,,31.588050,31.5,34.992389,34.9,jos.15.43
Nibshan@Jos.15.62,H5044,,,31.46152536164766,31.4,35.39241108242345,35.3,jos.15.62
Nicopolis@Tit.3.12,G3533,,,39.024033,39.0,20.735730,20.7,tit.3.12
Nile@Gen.41.1,H2975G,,,30.092632,30.0,31.230987,31.2,gen.41.1
Nimrim@Isa.15.6,H5249,,,31.133191,31.1,35.531138,35.5,isa.15.6
Nineveh@Gen.10.11,H5210,,,36.359410,36.3,43.152887,43.1,gen.10.11
Nob@1Sa.21.1,H5011,,,31.799605,31.7,35.232980,35.2,1sa.21.1
Nod@Gen.4.16,H5113,,,0,,14z,,gen.4.16
Oboth@Num.21.10,H0088,,,31.49684513710609,31.4,35.78284105296996,35.7,num.21.10
Olives_Mount@2Sa.15.30,H2132G,,,31.77809503341373,31.7,35.2471976093501,35.2,2sa.15.30
On@Gen.41.45,H0204,,,30.108086,30.1,31.338220,31.3,gen.41.45
Ono@1Ch.8.12,H0207,,,32.02222222222223,32.0,34.86666666666667,34.8,1ch.8.12
Ophel@2Ch.27.3,H6077,,,31.777444,31.7,35.234935,35.2,2ch.27.3
Ophir@1Ki.9.28,H0211H,Ophir@Gen.10.29,,22,,77,,1ki.9.28
Ophni@Jos.18.24,H6078,,,31.961989,31.9,35.215483,35.2,jos.18.24
Ophrah@Jos.18.23,H6084G,,,31.95378955858199,31.9,35.29913577541004,35.2,jos.18.23
Ophrah@Jdg.6.11,H6084H,,,32.60868269540592,32.6,35.28826433084549,35.2,jdg.6.11
Pacatiana@1Ti.6.21,G3818,,,0,,14z,,1ti.6.21
Paddan-aram@Gen.25.20,H6307,Aram@Gen.10.22,,36.86386407659651,36.8,39.03219672227345,39.0,gen.25.20
Pamphylia@Act.2.10,G3828,,,37.00520811721595,37.0,30.90494591606115,30.9,act.2.10
Paphos@Act.13.6,G3974,,,34.75410576175517,34.7,32.40016213313376,32.4,act.13.6
Parah@Jos.18.23,H6511,,,31.833333,31.8,35.300000,35.3,jos.18.23
Paran@Gen.21.21,H6290G,,,29.151667,29.1,33.541944,33.5,gen.21.21
Paran_Mount@Deu.33.2,H6290H,,,29.151667,29.1,33.541944,33.5,deu.33.2
Parbar@1Ch.26.18,H6503,Word sometimes translated as a place,,0,,14z,,1ch.26.18
Perez-uzza@1Ch.13.11,H6560G,,,31.777444,31.7,35.234935,35.2,1ch.13.11
Parvaim@2Ch.3.6,H6516,,,0,,14z,,2ch.3.6
Patara@Act.21.1,G3959,,,36.27471786927205,36.2,29.3186378339052,29.3,act.21.1
Pathros@Isa.11.11,H6624,,,28.322364,28.3,30.692312,30.6,isa.11.11
Patmos@Rev.1.9,G3963,,,37.307520,37.3,26.548274,26.5,rev.1.9
Pau@Gen.36.39,H6464,,,30.734691,30.7,35.606250,35.6,gen.36.39
Pelusium@Ezk.30.15,H5512A,,,28.838778,28.8,33.420573,33.4,ezk.30.15
Peniel@Gen.32.30,H6439G,,,32.1843727808126,32.1,35.70287002746794,35.7,gen.32.30
People's_Gate@Jer.17.19,H5971H,,,31.777444,31.7,35.234935,35.2,jer.17.19
Peor@Num.23.28,H6465,,,31.76503129703305,31.7,35.71856575741812,35.7,num.23.28
Perazim_Mount@Isa.28.21,H6559,,,31.756332,31.7,35.223059,35.2,isa.28.21
Perga@Act.13.13,G4011,,,37.00520811721595,37.0,30.90494591606115,30.9,act.13.13
Pergamum@Rev.1.11,G4010,,,39.11894592031751,39.1,27.16512610475739,27.1,rev.1.11
Persia@2Ch.36.20,H6539,,,34.798311,34.7,48.514966,48.5,2ch.36.20
Pethor@Num.22.5,H6604,,,36.654616,36.6,38.068879,38.0,num.22.5
Pharpar@2Ki.5.12,H6554,,,33.379601,33.3,36.306085,36.3,2ki.5.12
Philadelphia@Rev.1.11,G5359,,,38.34904803135629,38.3,28.51946209047604,28.5,rev.1.11
Philippi@Act.16.12,G5375,,,41.0119594798466,41.0,24.28619097780519,24.2,act.16.12
Philistine@Gen.21.32,H6429,Philistine@Gen.10.14,,33.56316734135746,33.5,35.36634649354799,35.3,gen.21.32
Phoenicia@Act.11.19,G5403,,,33.56316734135746,33.5,35.36634649354799,35.3,act.11.19
Phoenix@Act.27.12,G5405,,,35.1988857652248,35.1,24.08098202270813,24.0,act.27.12
Phrygia@Act.2.10,G5435,,,37.76986723761415,37.7,29.06450110237073,29.0,act.2.10
Pi-beseth@Ezk.30.17,H6364,,,30.583333,30.5,31.500000,31.5,ezk.30.17
Pi-hahiroth@Exo.14.2,H6367,,,29.94658,29.9,32.425144,32.4,exo.14.2
Pirathon@Jdg.12.15,H6552,,,32.286022,32.2,35.022944,35.0,jdg.12.15
Pisgah@Num.21.20,H6449,,,31.76503129703305,31.7,35.71856575741812,35.7,num.21.20
Pishon@Gen.2.11,H6376,,,0,,14z,,gen.2.11
Pisidia@Act.13.14,G4099,,,38.31643056393041,38.3,31.17948683048973,31.1,act.13.14
Pithom@Exo.1.11,H6619,,,30.59385132817632,30.5,32.18555803140015,32.1,exo.1.11
Pontus@Act.2.9,G4195,,,40.905222,40.9,37.799969,37.7,act.2.9
Potsherd_Gate@Jer.19.2,H2777,,,31.777444,31.7,35.234935,35.2,jer.19.2
Punon@Num.33.42,H6325,,,31.49684513710609,31.4,35.78284105296996,35.7,num.33.42
Put@Isa.66.19,H6316H,,,32.824979,32.8,21.858301,21.8,isa.66.19
Puteoli@Act.28.13,G4223,,,40.83563065297087,40.8,14.2677438666742,14.2,act.28.13
Raamah@Ezk.27.22,H7484H,,,15.68,15.6,42.78,42.7,ezk.27.22
Raamses@Exo.1.11,H7486H,,,30.59385132817632,30.5,32.18555803140015,32.1,exo.1.11
Rabbith@Jos.19.20,H7245,,,32.391416,32.3,35.377302,35.3,jos.19.20
Rakkon@Jos.19.46,H7542,,,32.132898,32.1,34.788144,34.7,jos.19.46
Ramah@Jos.18.25,H7414G,,,31.89637863532434,31.8,35.20173068977705,35.2,jos.18.25
Ramah@Jos.19.29,H7414H,,,33.111078,33.1,35.310464,35.3,jos.19.29
Ramah@Jos.19.36,H7414I,,,32.939010,32.9,35.368123,35.3,jos.19.36
Ramath-lehi@Jdg.15.17,H7437,,,31.75274835811488,31.7,34.97660913147738,34.9,jdg.15.17
Rameses@Gen.47.11,H7486G,,,30.799370210096,30.7,31.834216685474,31.8,gen.47.11
Ramoth@1Ch.6.73,H7216G,,,32.5559631396043,32.5,35.33078927843792,35.3,1ch.6.73
Ramoth-gilead@Gen.31.47,H7433,,,32.56526757366849,32.5,36.00555930879645,36.0,gen.31.47
Recah@1Ch.4.12,H7397B,,,31.70536129174666,31.7,35.21026630105202,35.2,1ch.4.12
Red_Sea@Exo.10.19,H5488G,,,27.088473,27.0,34.771729,34.7,exo.10.19
Rehob@Jos.19.28,H7340G,,,33.125828,33.1,35.165000,35.1,jos.19.28
Rehob@Jos.19.30,H7340H,,,32.955448,32.9,35.211971,35.2,jos.19.30
Rehoboth@Gen.26.22,H7344G,,,31.066829,31.0,34.597830,34.5,gen.26.22
Rehoboth@Gen.36.37,H7344H,,,30.884128,30.8,35.897633,35.8,gen.36.37
Rekem@Jos.18.27,H7552H,,,31.869343,31.8,35.197712,35.1,jos.18.27
Remeth@Jos.19.21,H7432,,,32.5559631396043,32.5,35.33078927843792,35.3,jos.19.21
Rephaim_Valley@Jos.15.8,H7497G,,,31.756332,31.7,35.223059,35.2,jos.15.8
Rephidim@Exo.17.1,H7508,,,28.73106102564323,28.7,33.84169995726504,33.8,exo.17.1
Resen@Gen.10.12,H7449,,,36.359410,36.3,43.152887,43.1,gen.10.12
Rezeph@2Ki.19.12,H7530,,,35.950000,35.9,39.016667,39.0,2ki.19.12
Rhegium@Act.28.13,G4484,,,38.11158003147303,38.1,15.64327902497161,15.6,act.28.13
Rhodes@Act.21.1,G4499,,,36.44192632910195,36.4,28.22672173336723,28.2,act.21.1
Riblah@Num.34.11,H7247G,,,34.353071,34.3,36.385705,36.3,num.34.11
Riblah@2Ki.23.33,H7247H,,,34.431703,34.4,36.545259,36.5,2ki.23.33
Rimmon@Jdg.20.45,H7417C,,,31.934660,31.9,35.297063,35.2,jdg.20.45
Rimmon-perez@Num.33.19,H7428,,,31.8099,31.8,34.9365,34.9,num.33.19
Rissah@Num.33.21,H7446,,,30.317396,30.3,35.407152,35.4,num.33.21
Rithmah@Num.33.18,H7575,,,31.8099,31.8,34.9365,34.9,num.33.18
Rock_of_Escape@1Sa.23.28,H5555,,,31.41666666666668,31.4,35.1166666666667,35.1,1sa.23.28
Rogelim@2Sa.17.27,H7274,,,32.214708,32.2,35.632914,35.6,2sa.17.27
Rome@Jhn.11.48,G4514,,,41.9,41.9,12.48333333333333,12.4,jhn.11.48
Sahar@Ezk.27.18,H6713,,,33.664912,33.6,36.248576,36.2,ezk.27.18
Salamis@Act.13.5,G4529,,,35.17724606944397,35.1,33.90755212865949,33.9,act.13.5
Salecah@Deu.3.10,H5548,,,32.493941,32.4,36.710337,36.7,deu.3.10
Salim@Jhn.3.23,G4530,,,32.39933414034645,32.3,35.52644309698702,35.5,jhn.3.23
Salmone@Act.27.7,G4534,,,35.21229729880597,35.2,26.27449174374278,26.2,act.27.7
Salt_Sea@Gen.14.3,H4417G,,,31.538593,31.5,35.482268,35.4,gen.14.3
Salt_Valley@2Sa.8.13,H4417H,,,31.087328,31.0,35.383740,35.3,2sa.8.13
Samaria@1Ki.13.32,H8111,,,32.28023100000001,32.2,35.19792900000002,35.1,1ki.13.32
Samos@Act.20.15,G4544,,,37.715172,37.7,26.934167,26.9,act.20.15
Samothrace@Act.16.11,G4543,,,40.467279,40.4,25.486069,25.4,act.16.11
Sansannah@Jos.15.31,H5578,,,31.391668,31.3,34.940502,34.9,jos.15.31
Sardis@Oba.1.20,H5614,,,38.47682690345803,38.4,28.11413118732089,28.1,oba.1.20
Sarid@Jos.19.10,H8301,,,32.68978573733861,32.6,35.19666870006055,35.1,jos.19.10
Seba@Psa.72.10,H5434H,Seba@Gen.10.7,,9.022736,9.0,38.746799,38.7,psa.72.10
Sebam@Num.32.3,H7643G,,,31.815283,31.8,35.766738,35.7,num.32.3
Secacah@Jos.15.61,H5527,,,31.766667,31.7,35.283333,35.2,jos.15.61
Second_Quarter@2Ki.22.14,H4932G,,,31.777444,31.7,35.234935,35.2,2ki.22.14
Secu@1Sa.19.22,H7906,,,31.883333,31.8,35.200000,35.2,1sa.19.22
Seir@Gen.14.6,H8165A,Seir@Gen.36.20,,30.734691,30.7,35.606250,35.6,gen.14.6
Seir_Mount@Deu.1.2,H8165G,,,30.734691,30.7,35.606250,35.6,deu.1.2
Seir_Mount@Jos.15.10,H8165H,,,31.783333,31.7,34.994000,34.9,jos.15.10
Seirah@Jdg.3.26,H8167,,,31.93053920580005,31.9,35.22103274923676,35.2,jdg.3.26
Sela@Jdg.1.36,H5554,,,30.32243571223214,30.3,35.45627946919968,35.4,jdg.1.36
Seleucia@Act.13.4,G4581,,,36.11101750333098,36.1,35.92680788324002,35.9,act.13.4
Senaah@Ezr.2.35,H5570G,,,0,,14z,,ezr.2.35
Seneh@1Sa.14.4,H5573,,,31.85309428405443,31.8,35.28616916703533,35.2,1sa.14.4
Sephar@Gen.10.30,H5611,,,14.550219,14.5,44.392642,44.3,gen.10.30
Sepharvaim@2Ki.17.24,H5617,,,33.789693,33.7,44.459399,44.4,2ki.17.24
Shaalbim@Jdg.1.35,H8169,,,31.870364,31.8,34.981728,34.9,jdg.1.35
Shaalim@1Sa.9.4,H8171,,,31.84684772753698,31.8,35.18491237777512,35.1,1sa.9.4
Shaaraim@Jos.15.36,H8189G,,,31.7001,31.7,34.89532,34.8,jos.15.36
Shahazumah@Jos.19.22,H7831,,,32.406430,32.4,35.504628,35.5,jos.19.22
Shalishah@1Sa.9.4,H8031,,,31.84684772753698,31.8,35.18491237777512,35.1,1sa.9.4
Shallecheth@1Ch.26.16,H7996,,,31.777444,31.7,35.234935,35.2,1ch.26.16
Shamir@Jos.15.48,H8069G,,,31.416667,31.4,34.933333,34.9,jos.15.48
Shamir@Jdg.10.1,H8069H,,,32.360470,32.3,35.250054,35.2,jdg.10.1
Shaphir@Mic.1.11,H8208,,,31.743719,31.7,34.694006,34.6,mic.1.11
Sharon@1Ch.5.16,H8289H,,,33.41615982399708,33.4,35.85725617635589,35.8,1ch.5.16
Sharon@1Ch.27.29,H8289I,,,32.639068,32.6,34.945929,34.9,1ch.27.29
Sharuhen@Jos.19.6,H8287,,,31.282222,31.2,34.482500,34.4,jos.19.6
Shaveh@Gen.14.5,H7740,,,31.58333333329998,31.5,35.70000000000012,35.7,gen.14.5
Sheba@1Ki.10.1,H7614J,Sheba@Gen.10.7,,9.022736,9.0,38.746799,38.7,1ki.10.1
Shebarim@Jos.7.5,H7671,,,31.91697811712517,31.9,35.26122639380886,35.2,jos.7.5
Shechem@Gen.12.6,H7927G,Shechem@Gen.33.19,,32.21369123124062,32.2,35.2817986718367,35.2,gen.12.6
Sheep_Gate@Neh.3.1,H6629H,,,31.777444,31.7,35.234935,35.2,neh.3.1
Shema@Jos.15.26,H8090,,,31.162327,31.1,35.057114,35.0,jos.15.26
Shen@1Sa.7.12,H8129,,,31.83273947023218,31.8,35.1801628605877,35.1,1sa.7.12
Shepham@Num.34.10,H8221,,,34.353071,34.3,36.385705,36.3,num.34.10
Shephelah@Deu.1.7,H8219,,,31.77761410537458,31.7,34.85214575880509,34.8,deu.1.7
Shepher_Mount@Num.33.23,H8234,,,30.317396,30.3,35.407152,35.4,num.33.23
Shihor-libnath@Jos.19.26,H7884,,,32.538496,32.5,34.907697,34.9,jos.19.26
Shikkeron@Jos.15.11,H7942,,,31.77761410537458,31.7,34.85214575880509,34.8,jos.15.11
Shiloh@Jos.18.1,H7887,,,32.05570050712985,32.0,35.28952869712683,35.2,jos.18.1
Shimron@Jos.11.1,H8110A,,,32.70528895585606,32.7,35.21333285757741,35.2,jos.11.1
