unique_name,qualifer,significance,estrong,dstrong,original,esv_name
Sharon@1Ch.27.29,,- Group,H8290,H8290,שָׁרוֹנִי,Sharonite
Sharon@1Ch.27.29,,Greek,G4565,G4565,Σάρων,Sharon (KJV= Saron)
Sharuhen@Jos.19.6,,- Named,H8287,H8287,שָׁרוּחֶ֑ן,Sharuhen
Sharuhen@Jos.19.6,Shaaraim,- Named,H8189H,H8189,שַׁעֲרַ֫יִם,Shaaraim
Sharuhen@Jos.19.6,Shilhim,- Named,H7978,H7978,שִׁלְחִים,Shilhim
Shaveh@Gen.14.5,,- Named,H7740,H7740,שָׁוֵה,Shaveh
Sheba@1Ki.10.1,,- Named,H7614J,H7614,שְׁבָא,Sheba
Sheba@1Ki.10.1,South,Greek,G3558H,G3558,νότος,South
Shebarim@Jos.7.5,,- Named,H7671,H7671,שְׁבָרִים,Shebarim
Shechem@Gen.12.6,,- Named,H7927G,H7927,שְׁכֶם,Shechem
Shechem@Gen.12.6,,Greek,G4966,G4966,Συχέμ,Shechem
Sheep_Gate@Neh.3.1,,- Named,H6629H,H6629,צֹאן,Sheep( Gate)
Sheep_Gate@Neh.3.1,,Greek,G4262,G4262,προβατικός,Sheep Gate
Shema@Jos.15.26,,- Named,H8090,H8090,שְׁמַע,Shema
Shen@1Sa.7.12,,- Named,H8129,H8129,שֵׁן,Shen
Shepham@Num.34.10,,- Named,H8221,H8221,שְׁפָם,Shepham
Shephelah@Deu.1.7,,- Named,H8219,H8219,שְׁפֵלָה,Shephelah (KJV= plain; NIV= foothills)
Shepher_Mount@Num.33.23,,- Named,H8234,H8234,שֶׁ֫פֶר,(Mount )Shepher (KJV= mount Shapher)
Shihor-libnath@Jos.19.26,,- Named,H7884,H7884,שִׁיחוֹר לִבְנָת,Shihor-libnath (NIV= Shihor Libnath)
Shikkeron@Jos.15.11,,- Named,H7942,H7942,שִׁכְּרוֹן,Shikkeron
Shiloh@Jos.18.1,,- Named,H7887,H7887,שִׁלוֹ,Shiloh
Shiloh@Jos.18.1,,- Group,H7888,H7888,שִׁילֹנִי,Shilonite
Shimron@Jos.11.1,,- Named,H8110A,H8110a,שִׁמְרוֹן,Shimron
Shimron@Jos.11.1,Shimron-meron,- Named,H8112,H8112,שִׁמְרוֹן מְראוֹן,Shimron-meron (NIV= Shimron Meron)
Shinar@Gen.10.10,,- Named,H8152,H8152,שִׁנְעָר,Shinar
Shion@Jos.19.19,,- Named,H7866,H7866,שִׁיאוֹן,Shion
Shittim_Valley@Jol.3.18,," - Name Combined",H7851H,,H7851,Valley/ of Shittim (NIV= acacias)
Shoa@Ezk.23.23,,- Named,H7772,H7772,שׁוֹעַ,Shoa
Shual@1Sa.13.17,,- Named,H7777A,H7777a,שׁוּעָל,Shual
Shunem@Jos.19.18,,- Named,H7766,H7766,שׁוּנֵם,Shunem
Shur@Gen.16.7,,- Named,H7793,H7793,שׁוּר,Shur
Sibmah@Num.32.38,,- Named,H7643H,H7643,שְׂבָם,Sibmah
Sibraim@Ezk.47.16,,- Named,H5453,H5453,סִבְרַ֫יִם,Sibraim
Siddim_Valley@Gen.14.3,," - Name Combined",H7708,,H7708,Valley/ of Siddim
Sidon@Gen.10.19,,- Named,H6721H,H6721,צִידוֹן,Sidon
Sidon@Gen.10.19,Great_Sidon," - Name Combined",H6721I,,H6721,Sidon/ the Great (KJV= great Zidon; NIV= Greater Sidon)
Sidon@Gen.10.19,Great_Sidon,- (same as previous),H6721I,,H6721,Great/ Sidon
Sidon@Gen.10.19,,- Group,H6722,H6722,צִידֹנִי,Sidonian
Sidon@Gen.10.19,,Greek,G4605,G4605,Σιδών,Sidon
Sidon@Gen.10.19,,- Group,G4606,G4606,Σιδώνιος,Sidonian
Silla@2Ki.12.20,,- Named,H5538,H5538,סִלָּא,Silla
Siloam@Neh.3.15,Shelah,- Named,H7975A,H7975a,שֶׁ֫לַח,Shelah (KJV= Siloah; NIV= Siloam)
Siloam@Neh.3.15,Shiloah,- Named,H7975B,H7975b,שִׁלֹחַ,Shiloah
Siloam@Neh.3.15,King's_Pool," - Name Combined",H4428J,,H4428,King's/ Pool
Siloam@Neh.3.15,,Greek,G4611,G4611,Σιλωάμ,Siloam
Sin@Exo.16.1,,- Named,H5512B,H5512b,סִין,Sin
Sinai@Exo.19.11,,- Named,H5514G,H5514,סִינַי,Sinai
Sinai@Exo.19.11,Sinai_Mount,- (same as previous),H5514G,H5514,סִינַי,(Mount )Sinai
Sinai@Exo.19.11,Horeb,- Named,H2722,H2722,חֹרֵב,Horeb
Sinai@Exo.19.11,Horeb_Mount,- (same as previous),H2722,H2722,חֹרֵב,(Mount )Horeb
Sinai@Exo.19.11,Sinai_Mount,Greek,G4614,G4614,Σινᾶ,(Mount )Sinai
Sinai_Wilderness@Exo.19.1,," - Name Combined",H5514H,,H5514,wilderness/ of Sinai
Siphmoth@1Sa.30.28,,- Named,H8224,H8224,שִׂפְמוֹת,Siphmoth
Sirah@2Sa.3.26,,- Named,H5626,H5626,סִּרָה,Sirah
Sitnah@Gen.26.21,,- Named,H7856,H7856,שִׂטְנָה,Sitnah
Smyrna@Rev.1.11,,- Named,G4667,G4667,Σμύρνα,Smyrna
Smyrna@Rev.1.11,,- Spelled,G4668,G4668,Σμύρνα,Smyrna
Socoh@Jos.15.35,,- Named,H7755G,H7755,שׂוֹכֹה,Socoh (NIV= Sokoh)
Socoh@Jos.15.35,,- (same as previous),H7755G,H7755,שֹׂכֹה,Socoh (KJV=Shochoh; NIV= Sokoh)
Socoh@Jos.15.35,,- (same as previous),H7755G,H7755,שׂוֹכֹה,Socoh (KJV=Shochoh; NIV= Sokoh)
Socoh@Jos.15.35,,- (same as previous),H7755G,H7755,שֹׂכֹה,Socoh (KJV=Sochoh; NIV= Sokoh)
Socoh@Jos.15.35,,- (same as previous),H7755G,H7755,שׂוֹכֹוֹ,Socoh (KJV=Shoco; NIV= Sokoh)
Socoh@Jos.15.48,,- Named,H7755H,H7755,"שׂוֹכֹה, שֹׂכֹה",Socoh (NIV=Sokoh)
Sodom@Gen.10.19,,- Named,H5467,H5467,סְדֹם,Sodom
Sodom@Gen.10.19,,Greek,G4670,G4670,Σόδομα,[ ] (KJV= Sodom)
Sodom@Gen.10.19,,- (same as previous),G4670,G4670,Σόδομα,Sodom
Solomon's_Portico@Act.3.11,," - Name Combined",G4672H,,G4672,Solomon's/ Portico
Sorek_Valley@Jdg.16.4,," - Name Combined",H7796,,H7796,Valley/ of Sorek
Spain@Rom.15.24,,- Named,G4681,G4681,Σπανία,Spain
Straight@Act.9.11,,- Named,G2117,G2117,εὐθύς,Straight
Succoth@Gen.33.17,,- Named,H5523G,H5523,סֻכּוֹת,Succoth
Succoth@Exo.12.37,,- Named,H5523H,H5523,סֻכּוֹת,Succoth
Suph@Deu.1.1,,- Named,H5489,H5489,סוּף,Suph
Suphah@Num.21.14,,- Named,H5492B,H5492b,סוּפָה,Suphah
Sur@2Ki.11.6,,- Named,H5495,H5495,סוּר,Sur
Susa@Ezr.4.9,,- Named,H7800,H7800,שׁוּשַׁן,Susa
Susa@Ezr.4.9,,- Spelled,H7801,H7801,שׁוּשַׁנְכָיֵא,Susa (KJV= Susanchite)
Sychar@Jhn.4.5,,- Named,G4965,G4965,Συχάρ,Sychar
Syene@Isa.49.12,,- Named,H5482,H5482,סְוֵנֵה,Syene
Syene@Isa.49.12,,- Spelled,H5515,H5515,סִינִים,Syene
Syracuse@Act.28.12,,- Named,G4946,G4946,Συράκουσαι,Syracuse
Syria@Jdg.10.6,,- Named,H0758I,H0758,אֲרָם,Syria
Syria@Jdg.10.6,,- (same as previous),H0758I,H0758,אֲרָם,Syrian
Syria@Jdg.10.6,,- (same as previous),H0758I,H0758,אֲרָם,Aram
Syria@Jdg.10.6,,- Group,H0761H,H0761,אֲרַמִּי,Syrian
Syria@Jdg.10.6,,- Spelled,H7421,H7421,רַמִּי,Syrian
Syria@Jdg.10.6,,Greek,G4947,G4947,Συρία,Syria
Syria@Jdg.10.6,,- Group,G4948,G4948,Σύρος,Syrian
Syria@Jdg.10.6,Syrophoenician,- Group,G4949,G4949,Συροφοίνισσα,Syrophoenician
Syrtis@Act.27.17,,- Named,G4950,G4950,σύρτις,Syrtis
Taanach@Jos.12.21,,- Named,H8590,H8590,תַּעֲנָךְ,Taanach
Taanach@Jos.12.21,Aner,- Named,H6063H,H6063,עָנֵר,Aner
Taanath-shiloh@Jos.16.6,,- Named,H8387,H8387,תַּאֲנַת שִׁלֹ֑ה,Taanath-shiloh (NIV= Taanath Shiloh)
Tabbath@Jdg.7.22,,- Named,H2888,H2888,טַבָּ֑ת,Tabbath
Taberah@Num.11.3,,- Named,H8404,H8404,תַּבְעֵרָה,Taberah
Tabor@1Sa.10.3,,- Named,H8396H,H8396,תָּבוֹר,Tabor
Tabor_Mount@Jdg.4.6,,- Named,H8396G,H8396,תָּבוֹר,Tabor
Tabor_Mount@Jdg.4.6,,- (same as previous),H8396G,H8396,תָּבוֹר,(Mount )Tabor
Tadmor@1Ki.9.18,,- Named,H8412,H8412,תַּדְמֹר,Tadmor
Tadmor@1Ki.9.18,Tamar,- Named,H8559K,H8559,תָּמָר,"Tamar (=Ketiv. Qere, KJV, NIV= Tadmor)"
Tahath@Num.33.26,,- Named,H8480G,H8480,תַּ֫חַת,Tahath
Tahpanhes@Jer.2.16,,- Named,H8471,H8471,תַּחְפַּנְחֵס,Tahpanhes
Tahpanhes@Jer.2.16,Tehaphnehes,- (same as previous),H8471,H8471,תַּחְפַּנְחֵס,Tehaphnehes (NIV= Tahpanhes)
Tamar@Ezk.47.18,,- Named,H8559J,H8559,תָּמָר,Tamar
Tappuah@Jos.12.17,,- Named,H8599B,H8599b,תַּפּוּחַ,Tappuah
Tappuah@Jos.12.17,En-tappuah,- Named,H5887,H5887,עֵין תַּפּוּחַ,En-tappuah (NIV= En Tappuah)
Tappuah@Jos.15.34,,- Named,H8599G,H8599b,תַּפּוּחַ,Tappuah
Taralah@Jos.18.27,,- Named,H8634,H8634,תַּרְאֲלָה,Taralah
Tarshish@1Ki.10.22,,- Named,H8659H,H8659,תַּרְשִׁישׁ,Tarshish
Tarsus@Act.9.11,,- Named,G5019,G5019,Ταρσός,Tarsus
Tarsus@Act.9.11,,- Group,G5018,G5018,Ταρσεύς,Tarsus
Tekoa@2Sa.14.2,,- Named,H8620,H8620,תְּקוֹעַ,Tekoa
Tekoa@2Sa.14.2,,- Spelled,H8621,H8621,תְּקוֹעִי,Tekoa
Tekoa@2Sa.14.2,,- (same as previous),H8621,H8621,תְּקוֹעִי,Tekoite
Tel-abib@Ezk.3.15,,- Named,H8512,H8512,תֵּל אָבִיב,Tel-abib (NIV= Tel Aviv)
Telaim@1Sa.15.4,,- Named,H2923,H2923,טְלָאִים,Telaim
Telassar@2Ki.19.12,,- Named,H8515,H8515,תְּלַאשָּׂ֑ר,Telassar
Telem@Jos.15.24,,- Named,H2928G,H2928,טֶ֫לֶם,Telem
Tel-harsha@Ezr.2.59,,- Named,H8521,H8521,תֵּל חַרְשָׁא,Tel-harsha (NIV= Tel Harsha)
Tel-melah@Ezr.2.59,,- Named,H8528,H8528,תֵּל מֶ֫לַח,Tel-melah (NIV= Tel Melah)
Tema@Job.6.19,,- Named,H8485H,H8485,תֵּימָא,Tema
Teman@Gen.36.34,,- Named,H8487H,H8487,תֵּימָן,Teman
Teman@Gen.36.34,,- Group,H8489,H8489,תֵּימָנִי,Temanite
Terah@Num.33.27,,- Named,H8646H,H8646,תֶּ֫רַח,Terah
Thebes@Jer.46.25,,- Named,H4996,H4996,נֹא,Thebes (KJV= No)
Thebez@Jdg.9.50,,- Named,H8405,H8405,תֵּבֵץ,Thebez
Thessalonica@Act.17.1,,- Named,G2332,G2332,Θεσσαλονίκη,Thessalonica
Thessalonica@Act.17.1,,- Group,G2331,G2331,Θεσσαλονικεύς,[ ] (KJV= Thessalonians)
Thessalonica@Act.17.1,,- (same as previous),G2331,G2331,Θεσσαλονικεύς,Thessalonian
Thessalonica@Act.17.1,,- (same as previous),G2331,G2331,Θεσσαλονικεύς,Thessalonica
Three_Taverns@Act.28.15,," - Name Combined",G5140,,G5140,Three/ Taverns
Thyatira@Act.16.14,,- Named,G2363,G2363,Θυάτειρα,Thyatira
Tiberias@Jos.19.35,Rakkath,- Named,H7557,H7557,רַקַּת,Rakkath
Tiberias@Jos.19.35,,Greek,G5085H,G5085,Τιβεριάς,Tiberias
Tibhath@1Ch.18.8,,- Named,H2880,H2880,טִבְחַת,Tibhath
Tigris@Gen.2.14,,- Named,H2313,H2313,חִדֶּ֫קֶל,Tigris
Timnah@Gen.38.12,,- Named,H8553G,H8553,תִּמְנָה,Timnah
Timnah@Jos.15.57,,- Named,H8553H,H8553,תִּמְנָה,Timnah
Timnath-heres@Jdg.2.9,,- Named,H8556A,H8556a,תִּמְנַת חֶרֶס,Timnath-heres (NIV= Timnath Heres)
Timnath-heres@Jdg.2.9,Timnath-serah,- Named,H8556B,H8556b,תִּמְנַת סֶ֫רַח,Timnath-serah (NIV= Timnath Serah)
Tiphsah@1Ki.4.24,,- Named,H8607G,H8607,תִּפְסַח,Tiphsah
Tiphsah@2Ki.15.16,,- Named,H8607H,H8607,תִּפְסַח,Tiphsah
Tirzah@Jos.12.24,,- Named,H8656H,H8656,תִּרְצָה,Tirzah
Tishbe@1Ki.17.1,,- Named,H8453B,H8453b,תִּשְׁבֶּה,Tishbe (KJV= inhabitants)
Tishbite@1Ki.17.1,,- Group,H8664,H8664,תִּשְׁבִּי,Tishbite
Tob@Jdg.11.3,,- Named,H2897,H2897,טוֹב,Tob
Tochen@1Ch.4.32,,- Named,H8507,H8507,תֹּ֫כֶן,Tochen
Tolad@1Ch.4.29,,- Named,H8434,H8434,תּוֹלָ֑ד,Tolad
Tophel@Deu.1.1,,- Named,H8603,H8603,תֹּ֫פֶל,Tophel
Tower_of_Eder@Gen.35.21,,- Named,H4029,H4029,מִגְדַּל־עֵ֫דֶר,tower of Eder (KJV= tower of Edar; NIV= Migdal Eder)
Tower_of_Hananel@Neh.3.1,," - Name Combined",H2606,,H2606,Tower/ of Hananel (KJV= Hananeel)
Tower_of_the_Hundred@Neh.3.1,," - Name Combined",H4026H,,H4026,Tower/ of the Hundred (KJV= tower of Meah)
Tower_of_the_Ovens@Neh.3.11,," - Name Combined",H8574G,,H8574,Tower/ of the Ovens
Trachonitis@Luk.3.1,,- Named,G5139,G5139,Τραχωνῖτις,Trachonitis
Travelers_Valley@Ezk.39.11,," - Name Combined",H5674G,,H5674a,Valley/ of the Travelers (KJV= passengers; NIV= travel)
Troas@Act.16.8,,- Named,G5174,G5174,Τρωάς,Troas
Trogyllium@Act.20.15,,- Named,G5175,G5175,Τρωγύλλιον,[ ] (KJV= Trogyllium)
Tubal@Isa.66.19,,- Named,H8422H,H8422,תּוּבַל,Tubal
Tyre@Jos.19.29,,- Named,H6865,H6865,צֹר,Tyre
Tyre@Jos.19.29,,- (same as previous),H6865,H6865,צֹר,Tyre (KJV= Tyrus)
Tyre@Jos.19.29,palm,- (same as previous),H6865,H6865,צֹר,"palm (KJV= Tyrus, NIV= Tyre)"
Tyre@Jos.19.29,,- Group,H6876,H6876,צֹרִי,Tyrian
Tyre@Jos.19.29,,- (same as previous),H6876,H6876,צֹרִי,Tyre
Tyre@Jos.19.29,,Greek,G5183,G5183,Τύριος,Tyre
Tyre@Jos.19.29,,- Spelled,G5184,G5184,Τύρος,Tyre
Ulai@Dan.8.2,,- Named,H0195,H0195,אוּלַי,Ulai
Ummah@Jos.19.30,,- Named,H5981,H5981,עֻמָּה,Ummah
Uphaz@Jer.10.9,,- Named,H0210,H0210,אוּפָז,Uphaz
Ur@Gen.11.28,,- Named,H0218B,H0218b,אוּר,Ur
Uz@Job.1.1,,- Named,H5780J,H5780,עוּץ,Uz
Uzal@Ezk.27.19,,- Named,H0187H,H0187,אוּזָל,Uzal (KJV= going to; NIV= Izal)
Uzza@2Ki.21.18,," - Name Combined",H5798G,,H5798a,garden/ of Uzza
Uzzen-sheerah@1Ch.7.24,,- Named,H0242,H0242,אֻזֵּן שֶׁאֱרָה,Uzzen-sheerah (NIV= Uzzen Sheerah)
Valley_Gate@2Ch.26.9,,- Named,H1516M,H1516,גַּיְא,Valley( Gate)
Vedan@Ezk.27.19,casks,- Named,H2051,H2051,וְדָן,casks (KJV= Dan; NASB= Vedan)
Waheb@Num.21.14,,- Named,H2052,H2052,וָהֵב,Waheb
Washer's_Field@2Ki.18.17,," - Name Combined",H3526G,,H3526,Washer's/ Field (KJV= fuller's field; NIV= Launderer's Field)
Water_Gate@Neh.3.26,,- Named,H4325H,H4325,מַי,Water( Gate)
Way_of_Holiness@Isa.35.8,," - Name Combined",H6944I,,H6944,Way/ of Holiness
Wildgoats_Rocks@1Sa.24.2,," - Name Combined",H3277G,,H3277,Wildgoats'/ Rocks (KJV= rocks of wild goats; NIV= Crags of the Wild Goats)
Yeshanah_Gate@Neh.3.6,,- Named,H3465G,H3465,יָשָׁן,(Gate of )Yeshanah
Yeshanah_Gate@Neh.3.6,,- Spelled,H3466H,H3466,יְשָׁנָה,(Gate of )Yeshanah (KJV= old gate)
Yiron@Jos.19.38,,- Named,H3375,H3375,יִרְאוֹן,Yiron
Zaanan@Mic.1.11,,- Named,H6630,H6630,צַאֲנָן,Zaanan
Zaanannim@Jos.19.33,,- Named,H6815,H6815,צַעֲנַנִּים,"Zaanannim (=Qere. Ketiv, KJV= Zaanaim)"
Zalmonah@Num.33.41,,- Named,H6758,H6758,צַלְמֹנָה,Zalmonah
Zanoah@Jos.15.34,,- Named,H2182G,H2182,זָנוֹחַ,Zanoah
Zanoah@Jos.15.56,,- Named,H2182H,H2182,זָנוֹחַ,Zanoah
Zaphon@Jos.13.27,,- Named,H6828H,H6828,צָפוֹן,Zaphon
Zaphon@Jos.13.27,,- (same as previous),H6828H,H6828,צָפוֹן,"Zaphon (KJV, ESV= north)"
Zaphon@Jos.13.27,,- Named,H6829,H6829,צָפוֹן,Zaphon
Zarephath@1Ki.17.9,,- Named,H6886,H6886,צָֽרְפַת,Zarephath
Zarephath@1Ki.17.9,,Greek,G4558,G4558,Σάρεπτα,Zarephath
Zarethan@Jos.3.16,,- Named,H6891,H6891,צָֽרְתָן,Zarethan
Zarethan@Jos.3.16,Zeredah,- Named,H6868H,H6868,צְרֵדָה,Zeredah
Zarethan@Jos.3.16,Zererah,- Named,H6888,H6888,צְרֵרָה,Zererah
Zeboiim@Gen.10.19,,- Named,H6636,H6636,צְבֹיִים,Zeboiim (NIV= Zeboyim)
Zeboiim@Gen.10.19,,- (same as previous),H6636,H6636,צְבֹיִים,Zeboiim (KJV=Zeboim; NIV= Zeboyim)
Zeboim@Neh.11.34,,- Named,H6650G,H6650,צְבֹעִים,Zeboim
Zeboim_Valley@1Sa.13.18,," - Name Combined",H6650H,,H6650,Valley/ of Zeboim (NIV= Zeboyim)
Zedad@Num.34.8,,- Named,H6657,H6657,צְדָד,Zedad
Zela@Jos.18.28,,- Named,H6762,H6762,צֵלַע,Zela
Zelzah@1Sa.10.2,,- Named,H6766,H6766,צֶלְצַח,Zelzah
Zemaraim@Jos.18.22,,- Named,H6787,H6787,צְמָרַיִם,(Mount )Zemaraim
Zemaraim@Jos.18.22,,- (same as previous),H6787,H6787,צְמָרַיִם,Zemaraim
Zenan@Jos.15.37,,- Named,H6799,H6799,צְנָן,Zenan
Zephath@Jdg.1.17,,- Named,H6857,H6857,צְפַ֑ת,Zephath
Zephath@Jdg.1.17,Hormah,- Named,H2767,H2767,חׇרְמָה,Hormah
Zephathah_Valley@2Ch.14.10,," - Name Combined",H6859,,H6859,Valley/ of Zephathah
Zer@Jos.19.35,,- Named,H6863,H6863,צֵר,Zer
Zered@Deu.2.13,,- Named,H2218,H2218,זֶ֫רֶד,Zered
Zeredah@1Ki.11.26,,- Named,H6868G,H6868,צְרֵדָה,Zeredah
Zereth-shahar@Jos.13.19,,- Named,H6890,H6890,צֶרֶת הַשַּׁ֫חַר,Zereth-shahar (NIV= Zereth Shahar)
Ziddim@Jos.19.35,,- Named,H6661,H6661,צִדִּים,Ziddim
Ziklag@Jos.15.31,,- Named,H6860,H6860,צִקְלַג,Ziklag
Zimri@Jer.25.25,,- Named,H2174B,H2174b,זִמְרִי,Zimri
Zin@Num.13.21,,- Named,H6790,H6790,צִן,Zin
Zior@Jos.15.54,,- Named,H6730,H6730,צִיעֹר,Zior
Ziph@Jos.15.24,,- Named,H2128G,H2128,זִיף,Ziph
Ziph@Jos.15.55,,- Named,H2128H,H2128,זִיף,Ziph
Ziph@Jos.15.55,,- Group,H2130,H2130,זִיפִי,Ziphite
Ziphron@Num.34.9,,- Named,H2202,H2202,זִפְרֹן,Ziphron
Ziz@2Ch.20.16,,- Named,H6732,H6732,צִיץ,Ziz
Zoan@Num.13.22,,- Named,H6814,H6814,צֹ֫עַן,Zoan
Zoar@Gen.13.10,,- Named,H6820,H6820,צֹ֫עַר,Zoar
Zoar@Gen.13.10,Bela,- Named,H1106B,H1106b,בֶּ֫לַע,Bela
Zoar@Gen.13.10,Zair,- Named,H6811,H6811,צָעִיר,Zair
Zobah@1Sa.14.47,,- Named,H6678G,H6678,צוֹבָא,Zobah
Zobah@1Sa.14.47,Zobah-Hamath," - Name Combined",H6678H,,H6678,Zobah/-Hamath (KJV= Zobah unto Hamath; NIV= vicinity of Hamath)
Zobah@1Sa.14.47,Hamath-zobah,- Named,H2578,H2578,חֲמַת צוֹבָה,Hamath-zobah (NIV= Hamath Zobah)
Zophim@Num.23.14,,- Named,H6839,H6839,צֹפִים,Zophim
Zorah@Jos.15.33,,- Named,H6881,H6881,צׇרְעָה,Zorah
Zuph@1Sa.9.5,,- Named,H6689H,H6689,צוּף,Zuph
Cyprus@Num.24.24,,- Named,H3794H,H3794,כִּתִּי,Cyprus (KJV= Chittim)
Cyprus@Num.24.24,Kittim,- (same as previous),H3794H,H3794,כִּתִּי,Kittim (KJV=Chittim; NIV=Cyprus)
Cyprus@Num.24.24,Kittim,- (same as previous),H3794H,H3794,כִּתִּי,Kittim (KJV=Chittim; NIV=western coastlands)
Cyprus@Num.24.24,Elishah,- Named,H0473H,H0473,אֱלִישָׁה,Elishah
Cyprus@Num.24.24,,Greek,G2953,G2953,Κύπριος,Cyprus
Cyprus@Num.24.24,,- Named,G2954,G2954,Κύπρος,Cyprus
