unique_name,qualifer,significance,estrong,dstrong,original,esv_name
Eltolad@Jos.15.30,,- Named,H0513,H0513,אֶלְתּוֹלַד,Eltolad
Emek-keziz@Jos.18.21,," - Name Combined",H6010J,,H6010,Emek/-keziz (KJV= valley of Keziz)
Emmaus@Luk.24.13,,- Named,G1695,G1695,Ἐμμαούς,Emmaus
Enaim@Gen.38.14,,- Named,H5879G,H5879,עֵינָם,Enaim
Enam@Jos.15.34,,- Named,H5879H,H5879,עֵינָם,Enam
En-dor@Jos.17.11,,- Named,H5874,H5874,עֵין־דֹּר,"En-dor (KJV, NIV= Endor)"
Eneglaim@Ezk.47.10,,- Named,H5882,H5882,עֵין עֶגְלַ֫יִם,Eneglaim
En-gannim@Jos.15.34,,- Named,H5873G,H5873,עֵין גַּנִּים,En-gannim (NIV= En Gannim)
En-gannim@Jos.19.21,,- Named,H5873H,H5873,עֵין גַּנִּים,En-gannim (NIV= En Gannim)
En-gannim@Jos.19.21,Anem,- Named,H6046,H6046,עָנֵם,Anem
Engedi@Jos.15.62,,- Named,H5872,H5872,עֵין גֶּ֫דִי,Engedi
Engedi@Jos.15.62,Hazazon-tamar,- Named,H2688,H2688,חַצֲצֹן תָּמָר,Hazazon-tamar (KJV=Hazezon-tamar; NIV= Hazezon Tamar)
En-haddah@Jos.19.21,,- Named,H5876,H5876,עֵין חַדָּה,En-haddah (NIV= En Haddah)
En-hakkore@Jdg.15.19,,- Named,H5875,H5875,עֵין הַקּוֹרֵא,En-hakkore (NIV= En Hakkore)
En-hazor@Jos.19.37,,- Named,H5877,H5877,עֵין חָצוֹר,En-hazor (NIV= En Hazor)
En-rogel@Jos.15.7,,- Named,H5883,H5883,עֵין רֹגֵל,En-rogel (NIV= En Rogel)
En-rogel@Jos.15.7,Stone_of_Zoheleth," - Name Combined",H2120,,H2120,"Serpent's/ Stone (KJV, NIV= Stone of Zoheleth)"
En-shemesh@Jos.15.7,,- Named,H5885,H5885,עֵין שֶׁ֫מֶשׁ,En-shemesh (NIV= En Shemesh)
Ephah@Isa.60.6,,- Named,H5891J,H5891,עֵיפָה,Ephah
Ephes-dammim@1Sa.17.1,,- Named,H0658,H0658,אֶ֫פֶס דַּמִּים,Ephes-dammim (NIV= Ephes Dammim)
Ephes-dammim@1Sa.17.1,Pas-dammim,- Named,H6450,H6450,פַּס דַּמִּים,Pas-dammim (NIV= Pas Dammim)
Ephesus@Act.18.19,,- Named,G2181,G2181,Ἔφεσος,Ephesus
Ephesus@Act.18.19,,- Spelled,G2179,G2179,Ἐφεσῖνος,Ephesus
Ephesus@Act.18.19,,- Group,G2180,G2180,Ἐφέσιος,Ephesian
Ephesus@Act.18.19,,- (same as previous),G2180,G2180,Ἐφέσιος,Ephesus
Forest_Ephraim@2Sa.18.6,," - Name Combined",H0669K,,H0669,Forest/ of Ephraim (KJV= wood of Ephraim)
Ephraim@2Sa.13.23,,- Named,H0669L,H0669,אֶפְרַ֫יִם,Ephraim
Ephraim@2Sa.13.23,,Greek,G2187,G2187,Ἐφραίμ,Ephraim
Ephraim_Gate@2Ki.14.13,,- Named,H0669H,H0669,אֶפְרַ֫יִם,Ephraim( Gate)
Ephraim_Gate@Neh.8.16,,- Named,H0669I,H0669,אֶפְרַ֫יִם,(Gate of )Ephraim
Ephron_Mount@Jos.15.9,,- Named,H6085H,H6085,עֶפְרוֹן,(Mount )Ephron
Ephron_Mount@Jos.15.9,,- Spelled,H3220I,H3220,יָם,"Ephron (KJV, NIV= west)"
Erech@Gen.10.10,,- Named,H0751,H0751,אֶ֫רֶךְ,Erech (NIV= Uruk)
Erech@Gen.10.10,,- Aramaic,H0756,H0756,אַרְכְּוָיֵא,Erech (KJV= Archevite; NIV= Uruk)
Esau_Mount@Oba.1.8,,- Named,H6215I,H6215,עֵשָׂו,(Mount )Esau
Esek@Gen.26.20,,- Named,H6230,H6230,עֵ֫שֶׂק,Esek
Eshan@Jos.15.52,,- Named,H0824,H0824,אֶשְׁעָ֑ן,Eshan
Eshcol_Valley@Num.13.23,," - Name Combined",H0812H,,H0812,Valley/ of Eshcol (NIV= Eshkol)
Eshtaol@Jos.15.33,,- Named,H0847,H0847,אֶשְׁתָּאוֹל,Eshtaol
Eshtaol@Jos.15.33,Eshtaolite,- Group,H0848,H0848,אֶשְׁתָּאֻלִי,Eshtaolite
Eshtemoa@Jos.21.14,,- Named,H0851,H0851,אֶשְׁתְּמוֹעַ,Eshtemoa
Eshtemoa@Jos.21.14,Eshtemoh,- (same as previous),H0851,H0851,אֶשְׁתְּמוֹעַ,Eshtemoh
Etam@Jdg.15.8,,- Named,H5862G,H5862,עֵיטָם,Etam
Etam@1Ch.4.3,,- Named,H5862H,H5862,עֵיטָם,Etam
Etam@1Ch.4.3,,- (same as previous),H5862H,H5862,עֵיטָם,Etam
Etam@2Ch.11.6,,- Named,H5862I,H5862,עֵיטָם,Etam
Etham@Exo.13.20,,- Named,H0864,H0864,אֵתָם,Etham
Ether@Jos.15.42,,- Named,H6281,H6281,עֶ֫תֶר,Ether
Ethiopia@2Ch.12.3,,- Named,H3568H,H3568a,כּוּשׁ,Ethiopia
Ethiopia@2Ch.12.3,,- Group,H3569G,H3569,כּוּשִׁי,Ethiopian
Ethiopia@2Ch.12.3,,Greek,G0128,G0128,Αἰθίοψ,Ethiopian
Eth-kazin@Jos.19.13,,- Named,H6278,H6278,עֵת קָצִין,Eth-kazin (KJV=Ittah-kazin; NIV= Eth Kazin)
Euphrates@Gen.2.14,,- Named,H6578,H6578,פְּרָת,Euphrates
Euphrates@Gen.2.14,,- Named,H7641G,H7641a,שִׁבֹּ֫לֶת,Euphrates
Euphrates@Gen.2.14,River,- Named,H5104G,H5104,נָהָר,River
Euphrates@Gen.2.14,,- (same as previous),H5104G,H5104,נָהָר,Euphrates
Euphrates@Gen.2.14,River,- Aramaic,H5103G,H5103,נְהַר,River
Euphrates@Gen.2.14,,Greek,G2166,G2166,Εὐφράτης,Euphrates
Ezel_Stone@1Sa.20.19,,- Named,H0237,H0237,אֶזֶל,Ezel
Ezem@Jos.15.29,,- Named,H6107,H6107,עֶ֫צֶם,Ezem
Ezion-geber@Num.33.35,,- Named,H6100,H6100,עֶצְיוֹן גֶּ֫בֶר,Ezion-geber (NIV= Ezion Geber)
Fair_Havens@Act.27.8,," - Name Combined",G2570H,,G2570,Fair/ Havens
Fair_Havens@Act.27.8,,- (same as previous),G2568,,Καλοὶ Λιμένες,Fair Havens
Field_of_Blood@Mat.27.8,," - Name Combined",G0129H,,G0129,Field of (Blood)
Field_of_Blood@Mat.27.8,," - Name Combined",G0129H,,G0129,Field of (Blood)
Fish_Gate@2Ch.33.14,,- Named,H1709G,H1709,דָּג,Fish( Gate)
Forum_of_Appius@Act.28.15,," - Name Combined",G5410,,G5410,Forum/ of Appius (KJV= Appii forum)
Foundation_Gate@2Ch.23.5,,- Named,H3247G,H3247,יְסוֹד,(Gate of the )Foundation
Fountain_Gate@Neh.2.14,,- Named,H5869B,H5869b,עַ֫יִן,Fountain( Gate)
Gaash@Jos.24.30,,- Named,H1608,H1608,גַּ֫עַשׁ,Gaash
Gabbatha@Jhn.19.13,,- Named,G1042,G1042,γαββαθά,Gabbatha
Gabbatha@Jhn.19.13,Stone_Pavement,- Named,G3038,G3038,λιθόστρωτος,The Stone Pavement (KJV= Pavement)
Gerasa@Mat.8.28,,- Named,G1086G,G1086,Γερασηνός,"Gerasene (Var, KJV= Gadarene)"
Gerasa@Mat.8.28,,- Spelled,G1086H,G1086,Γεργεσηνός,"Gerasene (Var, KJV= Gadarene)"
Gerasa@Mat.8.28,Gadara,- Named,G1046,G1046,Γαδαρηνός,"Gadara (Var, KJV= Gergesene)"
Galatia@Act.16.6,,- Named,G1053,G1053,Γαλατία,Galatia
Galatia@Act.16.6,,- Spelled,G1054,G1054,Γαλατικός,Galatia
Galatia@Act.16.6,,- Group,G1052,G1052,Γαλάτης,Galatian
Galilee@Jos.12.23,,- Named,H1551,H1551,גָּלִיל,Galilee
Galilee@Jos.12.23,,- Spelled,H1537I,H1537,גִּלְגָּל,Galilee
Galilee@Jos.12.23,,Greek,G1056G,G1056,Γαλιλαία,Galilee
Galilee@Jos.12.23,,- Group,G1057,G1057,Γαλιλαῖος,Galilean
Galilee@Jos.12.23,,- (same as previous),G1057,G1057,Γαλιλαῖος,Galilee
Galilee_Sea@Num.34.11,Chinnereth,- Named,H3672G,H3672,כִּנֶּ֫רֶת,(Sea of )Chinnereth (NIV= Sea of Galilee)
Galilee_Sea@Num.34.11,Chinnereth,- (same as previous),H3672G,H3672,כִּנֶּ֫רֶת,Chinnereth (NIV= Kinnereth)
Galilee_Sea@Num.34.11,Chinneroth,- (same as previous),H3672G,H3672,כִּנֶּ֫רֶת,(Sea of )Chinneroth (NIV= Sea of Galilee)
Galilee_Sea@Num.34.11,,Greek,G1056H,G1056,Γαλιλαία,(Sea of )Galilee
Galilee_Sea@Num.34.11,Tiberias_Sea,- Named,G5085G,G5085,Τιβεριάς,(Sea of )Tiberias
Galilee_Sea@Num.34.11,Tiberias_Sea,- (same as previous),G5085G,G5085,Τιβεριάς,Tiberias
Gallim@1Sa.25.44,,- Named,H1554,H1554,גַּלִּים,Gallim
Gamad@Ezk.27.11,,- Named,H1575,H1575,גַּמָּדִים,Gamad
Gareb@Jer.31.39,,- Named,H1619H,H1619,גָּרֵב,Gareb
Gath@Jos.11.22,,- Named,H1661,H1661,גַּת,Gath
Gath@Jos.11.22,,- Spelled,H1516P,H1516,גַּיְא,Gath
Gath@Jos.11.22,,- Spelled,H1663,H1663,גִּתִּי,Gath
Gath@Jos.11.22,Gittite,- (same as previous),H1663,H1663,גִּתִּי,Gittite
Gath@Jos.11.22,Metheg-ammah,- Named,H4965,H4965,מֶתֶג הָאַמָּה,Metheg-ammah (NIV= Metheg Ammah)
Gath-hepher@Jos.19.13,,- Named,H1662,H1662,גַּת הַחֵ֫פֶר,Gath-hepher (NIV= Gath Hepher)
Gath-rimmon@Jos.19.45,,- Named,H1667G,H1667,גַּת־רִמּוֹן,Gath-rimmon (NIV= Gath Rimmon)
Gaza@Gen.10.19,,- Named,H5804,H5804,עַזָּה,Gaza
Gaza@Gen.10.19,Ayyah,- (same as previous),H5804,H5804,עַזָּה,Ayyah
Gaza@Gen.10.19,,- Named,H5841,H5841,עַזָּתִי,Gaza
Gaza@Gen.10.19,,- (same as previous),H5841,H5841,עַזָּתִי,Gazite
Gaza@Gen.10.19,,Greek,G1048,G1048,Γάζα,Gaza
Geba@Jos.18.24,,- Named,H1387G,H1387,גֶּ֫בַע,Geba
Gebal@Jos.13.5,,- Named,H1380,H1380,גְּבַל,Gebal
Gebal@Jos.13.5,,- Spelled,H1381,H1381,גְּבָל,Gebal
Gebal@Jos.13.5,,- Group,H1382,H1382,גִּבְלִי,Gebalite
Gebal@Jos.13.5,,- (same as previous),H1382,H1382,גִּבְלִי,Gebal
Gebim@Isa.10.31,,- Named,H1374,H1374,גֵּבִים,Gebim
Gederah@Jos.15.36,,- Named,H1449,H1449,גְּדֵרָה,Gederah
Gederah@Jos.15.36,,- Spelled,H1452,H1452,גְּדֵרָתִי,Gederah
Gederah@Jos.15.36,,- Group,H1451,H1451,גְּדֵרִי,Gederite
Gederoth@Jos.15.41,,- Named,H1450,H1450,גְּדֵרוֹת,Gederoth
Gederothaim@Jos.15.36,,- Named,H1453,H1453,גְּדֵרֹתָ֑יִם,Gederothaim
Gedor@Jos.12.13,,- Named,H1446G,H1446,גְּדוֹר,Gedor
Gedor@Jos.12.13,Geder,- Named,H1445,H1445,גֶּ֫דֶר,Geder
Gedor@1Ch.4.39,,- Named,H1446H,H1446,גְּדוֹר,Gedor
Ge-harashim@1Ch.4.14,," - Name Combined",H2798,,H2798,Ge/-harashim (KJV= valley of Charashim)
Ge-harashim@1Ch.4.14,,- (same as previous),H2798,,H2798,valley/ of craftsmen (NIV= Ge-harashim)
Gennesaret@Mat.14.34,,- Named,G1082,G1082,Γεννησαρέτ,Gennesaret
Gerar@Gen.10.19,,- Named,H1642,H1642,גְּרָר,Gerar
Gerizim_Mount@Deu.11.29,,- Named,H1630,H1630,גְּרִזִים,(Mount )Gerizim
Geruth_Chimham@Jer.41.17,," - Name Combined",H1628,,H1628,Geruth/ Chimham (=Qere. Ketiv= Geruth like.them; KJV= habitation of Chimham; NIV= Geruth Kimham)
Geshur@Jos.13.13,,- Named,H1650,H1650,גְּשׁוּר,Geshur
Geshur@Jos.13.13,,- Group,H1651,H1651,גְּשׁוּרִי,Geshurite
Gethsemane@Mat.26.36,,- Named,G1068,G1068,Γεθσημανῆ,Gethsemane
Gezer@Jos.10.33,,- Named,H1507,H1507,גֶּ֫זֶר,Gezer
Gezer@Jos.10.33,Gob,- Named,H1359,H1359,גֹּב,Gob
Giah@2Sa.2.24,,- Named,H1520,H1520,גִּיחַ,Giah
Gibbethon@Jos.19.44,,- Named,H1405,H1405,גִּבְּתוֹן,Gibbethon
Gibeah@Jos.15.57,,- Named,H1390G,H1390,גִּבְעָה,Gibeah
Gibeah@Jos.18.28,,- Named,H1390H,H1390,גִּבְעָה,Gibeah
Gibeah@Jos.18.28,,- Spelled,H1387H,H1387,גֶּ֫בַע,Gibeah
Gibeah@Jos.18.28,,- Spelled,H1394,H1394,גִּבְעַת,Gibeah
Gibeah@Jos.18.28,,- Spelled,H1395,H1395,גִּבְעָתִי,Gibeah
Gibeah@Jos.18.28,,- (same as previous),H1389J,H1389,גִּבְעָה,Gibeah
Gibeath-elohim@1Sa.10.5,," - Name Combined",H1389G,,H1389,Gibeath/-elohim (KJV= Hill of God; NIV= Gibeah of God)
Gibeon@Jos.9.3,,- Named,H1391,H1391,גִּבְעוֹן,Gibeon
Gibeon@Jos.9.3,,- Group,H1393,H1393,גִּבְעֹנִי,Gibeonite
Gibeon@Jos.9.3,,- (same as previous),H1393,H1393,גִּבְעֹנִי,Gibeon
Gibeon@Jos.9.3,Geba,- Named,H1387I,H1387,גֶּ֫בַע,Geba
Gibeon@Jos.9.3,Gibbar,- Named,H1402,H1402,גִּבָּר,Gibbar
Gibeon@Jos.9.3,Bamah,- Named,H1117,H1117,בָּמָה,Bamah
Gidom@Jdg.20.45,,- Named,H1440,H1440,גִּדְעֹם,Gidom
Gihon@Gen.2.13,,- Named,H1521,H1521,גִּיחוֹן,Gihon
Gilboa@1Sa.28.4,,- Named,H1533G,H1533,גִּלְבֹּעַ,Gilboa
Gilboa_Mount@1Sa.31.1,,- Named,H1533H,H1533,גִּלְבֹּעַ,(Mount )Gilboa
Gilboa_Mount@1Sa.31.1,,- Spelled,H1568K,H1568,גִּלְעָד,(Mount )Gilead
Gilead@Gen.31.21,,- Named,H1568G,H1568,גִּלְעָד,Gilead
Gilead@Gen.31.21,,- (same as previous),H1568G,H1568,גִּלְעָד,Gileadite
Gilead@Gen.31.21,,- Group,H1569,H1569,גִּלְעָדִי,Gileadite
Gilead@Gen.31.21,,- (same as previous),H1569,H1569,גִּלְעָדִי,Gilead
Gilgal@Deu.11.30,,- Named,H1537G,H1537,גִּלְגָּל,Gilgal
Gilgal@Deu.11.30,Geliloth,- Named,H1553,H1553,גְּלִילוֹת,Geliloth
Gilgal@Deu.11.30,Beth-gilgal,- Named,H1019,H1019,בֵּית הַגִּלְגָּל,Beth-gilgal (KJV= house of Gilgal; NIV= Beth Gilgal)
Gilgal@Deu.11.30,Gibeath-haaraloth," - Name Combined",H1389H,,H1389,Gibeath/-haaraloth (KJV= hill of the foreskins; NIV= Gibeath Haaraloth)
Gilgal@2Ki.2.1,,- Named,H1537H,H1537,גִּלְגָּל,Gilgal
Giloh@Jos.15.51,,- Named,H1542,H1542,גִּלֹה,Giloh
Giloh@Jos.15.51,,- Group,H1526,H1526,גִּילֹנִי,Gilonite
Giloh@Jos.15.51,Gilo,- (same as previous),H1526,H1526,גִּילֹנִי,"Gilo (KJV, NIV= Gilonite)"
Gimzo@2Ch.28.18,,- Named,H1579,H1579,גִּמְזוֹ,Gimzo
Gittaim@2Sa.4.3,,- Named,H1664,H1664,גִּתָּ֑יִם,Gittaim
Goah@Jer.31.39,,- Named,H1601,H1601,גֹּעָה,Goah
Gog@Ezk.38.2,,- Named,H1463H,H1463,גּוֹג,Gog
Gog@Ezk.38.2,,Greek,G1136,G1136,Γώγ,Gog
Golan@Deu.4.43,,- Named,H1474,H1474,גּוֹלָן,Golan
Golan@Deu.4.43,,- (same as previous),H1474,H1474,גּוֹלָן,Golan (=Qere. Ketiv= Galon)
Golgotha@Mat.27.33,,- Named,G1115,G1115,Γολγοθᾶ,Golgotha
Golgotha@Mat.27.33,Skull,- Named,G2898,G2898,κρανίον,Skull (KJV= Calvary)
Gomorrah@Gen.10.19,,- Named,H6017,H6017,עֲמֹרָה,Gomorrah
Gomorrah@Gen.10.19,,Greek,G1116,G1116,Γόμορρα,[ ] (KJV= Gomorrha)
Gomorrah@Gen.10.19,,- (same as previous),G1116,G1116,Γόμορρα,Gomorrah (KJV= Gomorrha)
Goshen@Gen.45.10,,- Named,H1657G,H1657,גֹּ֫שֶׁן,Goshen
Goshen@Jos.10.41,,- Named,H1657H,H1657,גֹּ֫שֶׁן,Goshen
Gozan@2Ki.17.6,,- Named,H1470,H1470,גּוֹזָן,Gozan
Great_Sea@Num.34.6,,- Named,H1419J,H1419a,גָּדוֹל,Great( Sea) (KJV= the great sea; NIV= Mediterranean Sea)
Great_Sea@Num.34.6,,- (same as previous),H1419J,H1419a,גָּדוֹל,Great( Sea) (=Qere. Ketiv= border; KJV= the great sea; NIV= Mediterranean Sea)
Philistines_Sea@Exo.23.31,,- Named,H6430I,H6430,פְּלִשְׁתִּי,(Sea of the )Philistines (NIV= Mediterranean Sea)
Guard_Gate@Neh.12.39,,- Named,H4307G,H4307,מַטָּרָה,(Gate of the )Guard (KJV= prison gate)
Gur@2Ki.9.27,,- Named,H1483,H1483,גּוּר,Gur
Gurbaal@2Ch.26.7,,- Named,H1485,H1485,גּוּר־בָּ֑֫עַל,Gurbaal
Habor@2Ki.17.6,,- Named,H2249,H2249,חָבוֹר,Habor
Hachilah@1Sa.23.19,,- Named,H2444,H2444,חֲכִילָה,Hachilah
Hadad-rimmon@Zec.12.11,,- Named,H1910,H1910,הֲדַדְרִמּוֹן,Hadad-rimmon (KJV= Hadadrimmon; NIV= Hadad Rimmon)
Hadashah@Jos.15.37,,- Named,H2322,H2322,חֲדָשָׁה,Hadashah
Hadid@Ezr.2.33,,- Named,H2307,H2307,חָדִיד,Hadid
Hadrach@Zec.9.1,,- Named,H2317,H2317,חַדְרָ֔ךְ,Hadrach (NIV= Hadrak)
Haeleph@Jos.18.28,,- Named,H0507,H0507,הָאֶ֫לֶף,Haeleph (KJV= Eleph)
Halah@2Ki.17.6,,- Named,H2477,H2477,חֲלַח,Halah
Halak_Mount@Jos.11.17,,- Named,H2510,H2510,חָלָק,(Mount )Halak
Halhul@Jos.15.58,,- Named,H2478,H2478,חַלְחוּל,Halhul
Hali@Jos.19.25,,- Named,H2482,H2482,חֲלִי,Hali
Hall_of_Judgment@1Ki.7.7,," - Name Combined",H4941K,,H4941,Hall/ of Judgment (KJV= porch for the throne)
Hall_of_Pillars@1Ki.7.6,," - Name Combined",H5982H,,H5982,Hall/ of Pillars
Hall_of_the_Throne@1Ki.7.7,," - Name Combined",H3678H,,H3678,Hall/ of the Throne (KJV= porch for judgment)
Ham@1Ch.4.40,,- Named,H2526H,H2526,חָם,Ham
Hamath@Num.13.21,,- Named,H2574G,H2574,חֲמָת,Hamath
Hamath@Num.13.21,Hamath_Rabbah,- Named,H2579,H2579,חֲמַת רַבָּה,Hamath the great
Hamath@Num.13.21,Lebo-hamath,- Named,H0935O,H0935,בּוֹא,Lebo-hamath (KJV= go)
Hamath@Num.13.21,Lebo-hamath,- Spelled Combined,H2579,,H2574,Lebo/-hamath (KJV= entering in of Hamath)
Hammath@Jos.19.35,,- Named,H2575A,H2575a,חַמַּת,Hammath
Hammath@Jos.19.35,Hammoth-dor,- Named,H2576,H2576,חַמֹּת דֹּאר,Hammoth-dor (NIV= Hammoth Dor)
Hammath@Jos.19.35,Hammon,- Named,H2540,H2540,חַמּוֹן,Hammon
Hamonah@Ezk.39.16,,- Named,H1997,H1997,הֲמוֹנָהֿ,Hamonah
Hamon-gog_Valley@Ezk.39.11,," - Name Combined",H1996,,H1996,Valley/ of Hamon-gog
Hanes@Isa.30.4,,- Named,H2609,H2609,חָנֵס,Hanes
Hannathon@Jos.19.14,,- Named,H2615,H2615,חַנָּתֹן,Hannathon
Hara@1Ch.5.26,,- Named,H2024,H2024,הָרָא,Hara
Haradah@Num.33.24,,- Named,H2732,H2732,חֲרָדָה,Haradah
Haran@Gen.11.31,,- Named,H2771A,H2771a,חָרָן,Haran (NIV= Harran)
Haran@Gen.11.31,,Greek,G5488,G5488,Χαρράν,Haran (NIV= Harran)
Harmon@Amo.4.3,,- Named,H2038,H2038,הַרְמוֹן,Harmon
Harod@Jdg.7.1,,- Named,H5878,H5878,עֵין חֲרֹד,Harod
Harod@Jdg.7.1,,- Group,H2733,H2733,חֲרֹדִי,"Harod (KJV, NIV=Harodite)"
Harod@Jdg.7.1,,- Spelled,H2033,H2033,הֲרוֹרִי,"Harod (KJV, NIV=Harodite)"
Harosheth-hagoyim@Jdg.4.2,," - Name Combined",H2800,,H2800,Harosheth/-hagoyim (KJV= Harosheth of the Gentiles)
Hashmonah@Num.33.29,,- Named,H2832,H2832,חַשְׁמֹנָה,Hashmonah
Hauran@Ezk.47.16,,- Named,H2362,H2362,חַוְרָן,Hauran
Havilah@Gen.2.11,,- Named,H2341G,H2341,חֲוִילָה,Havilah
Havilah@Gen.25.18,,- Named,H2341J,H2341,חֲוִילָה,Havilah
Havvoth-jair@Num.32.41,,- Named,H2334,H2334,חַוּוֹת יָעִיר,Havvoth-jair (NIV= Havvoth Jair)
Hazar-addar@Num.34.4,,- Named,H2692,H2692,חֲצַר־אַדָּר,Hazar-addar (NIV= Hazar Addar)
Hazar-enan@Num.34.9,,- Named,H2704,H2704,חֲצַר עֵינוֹן,Hazar-enan (NIV= Hazar Enan)
Hazar-enan@Num.34.9,,- Spelled,H2703,H2703,חֲצַר עֵינָן,Hazar-enan (NIV= Hazar Enan)
Hazar-gaddah@Jos.15.27,,- Named,H2693,H2693,חֲצַר גַּדָּה,Hazar-gaddah (NIV= Hazar Gaddah)
Hazar-shual@Jos.15.28,,- Named,H2705,H2705,חֲצַר שׁוּעָל,Hazar-shual (NIV= Hazar Shual)
Hazar-susah@Jos.19.5,,- Named,H2701,H2701,חֲצַר סוּסָה,Hazar-susah (NIV= Hazar Susah)
Hazar-susim@1Ch.4.31,,- Named,H2702,H2702,חֲצַר סוּסִים,Hazar-susim (NIV= Hazar Susim)
Hazer-hatticon@Ezk.47.16,,- Named,H2694,H2694,חֲצַר הַתִּיכוֹן,Hazer-hatticon (KJV= Hazar-hattikon; NIV= Hazer Hattikon)
Hazerim@Deu.2.23,villages,- Named,H2699,H2699,חֲצֵרִים,villages (KJV= Hazerim)
Hazeroth@Num.11.35,,- Named,H2698,H2698,חֲצֵרוֹת,Hazeroth
Hazor@Jos.11.1,,- Named,H2674G,H2674,חָצוֹר,Hazor
Hazor@Jos.11.1,Hezron,- Named,H2696J,H2696,חֶצְרוֹן,Hezron
Hazor@Jos.15.23,,- Named,H2674H,H2674,חָצוֹר,Hazor
Hazor@Jos.15.25,,- Named,H2674I,H2674,חָצוֹר,Hazor
Hazor@Neh.11.33,,- Named,H2674J,H2674,חָצוֹר,Hazor
Hazor@Jer.49.28,,- Named,H2674K,H2674,חָצוֹר,Hazor
Hazor-hadattah@Jos.15.25,,- Named,H2675,H2675,חָצוֹר חֲדַתָּה,Hazor-hadattah (NIV= Hazor Hadattah)
Hebron@Gen.13.18,,- Named,H2275A,H2275a,חֶבְרוֹן,Hebron
Hebron@Gen.13.18,Kiriath-arba,- Named,H7153,H7153,קִרְיַת אַרְבַּע,Kiriath-arba (NIV= Kiriath Arba)
Hebron_Valley@Gen.37.14,," - Name Combined",H2275H,,H2275a,Valley/ of Hebron
Helam@2Sa.10.16,,- Named,H2431,H2431,חֵילָם,Helam
Helbah@Jdg.1.31,,- Named,H2462,H2462,חֶלְבָּה,Helbah
Helbon@Ezk.27.18,,- Named,H2463,H2463,חֶלְבּוֹן,Helbon
Helech@Ezk.27.11,,- Named,H2428B,H2428b,חֵילֵךְ,Helech (KJV= thine army; NIV= Helek)
Heleph@Jos.19.33,,- Named,H2501,H2501,חֵ֫לֶף,Heleph
Helkath@Jos.19.25,,- Named,H2520,H2520,חֶלְקָת֙,Helkath
Helkath@Jos.19.25,Hukok,- Named,H2712B,H2712b,חוּקֹק,Hukok
Helkath-hazzurim@2Sa.2.16,,- Named,H2521,H2521,חֶלְקַת הַצֻּרִים,Helkath-hazzurim (NIV= Helkath Hazzurim)
Hena@2Ki.18.34,,- Named,H2012,H2012,הֵנַע,Hena
Hepher@Jos.12.17,,- Named,H2660B,H2660b,חֵ֫פֶר,Hepher
Heres@Jdg.8.13,,- Named,H2776G,H2776,חֶ֫רֶס,Heres
Hereth@1Sa.22.5,,- Named,H2802,H2802,חֶרֶת,Hereth
Hermon_Mount@Deu.3.8,,- Named,H2768,H2768,חֶרְמוֹן,(Mount )Hermon
Hermon_Mount@Deu.3.8,,- (same as previous),H2768,H2768,חֶרְמוֹן,Hermon
Hermon_Mount@Deu.3.8,,- Named,H2769,H2769,חֶרְמוֹנִים,Hermon
Hermon_Mount@Deu.3.8,Baal-hermon,- Named,H1179,H1179,בַּ֫עַל חֶרְמוֹן,(Mount )Baal-hermon
Hermon_Mount@Deu.3.8,Baal-hermon,- (same as previous),H1179,H1179,בַּ֫עַל חֶרְמוֹן,Baal-hermon (NIV= Baal Hermon)
Hermon_Mount@Deu.3.8,Baal-hamon,- Spelled,H1174,H1174,בַּ֫עַל הָמוֹן,Baal-hamon (NIV= Baal Hamon)
Hermon_Mount@Deu.3.8,Baal-gad,- Named,H1171,H1171,בַּ֫עַל גָּד,Baal-gad (NIV= Baal Gad)
Hermon_Mount@Deu.3.8,Senir,- Named,H8149,H8149,שְׂנִיר,Senir
Hermon_Mount@Deu.3.8,Sirion,- Named,H7865,H7865,שִׂיאֹן,(Mount )Sirion (KJV= Sion)
Hermon_Mount@Deu.3.8,Sirion,- Spelled,H7704A,H7704a,שָׂדַי,Sirion (KJV= field; NIV= slope)
Hermon_Mount@Deu.3.8,Sirion,- Spelled,H8303,H8303,שִׂרְיֹן,Sirion
Heshbon@Num.21.25,,- Named,H2809,H2809,חֶשְׁבּוֹן,Heshbon
Heshmon@Jos.15.27,,- Named,H2829,H2829,חֶשְׁמוֹן,Heshmon
Hethlon@Ezk.47.15,,- Named,H2855,H2855,חֶתְלֹן,Hethlon
Hierapolis@Col.4.13,,- Named,G2404,G2404,Ἱεράπολις,Hierapolis
Hinnom_Valley@Jos.15.8,Topheth,- Named,H8612,H8612,תֹּ֫פֶת,Topheth
Hinnom_Valley@Jos.15.8,Topheth,- Spelled,H8613,H8613,תׇּפְתֶּה,burning-place (KJV= Tophet; NIV= Topheth)
Hinnom_Valley@Jos.15.8,," - Name Combined",H2011G,,H2011,Valley/ of Hinnom
Hinnom_Valley@Jos.15.8,," - Name Combined",H1121a,,בֵּן+H2011H,Valley/ of the Son of Hinnom
Hinnom_Valley@Jos.15.8,Valley_of_Slaughter," - Name Combined",H2028G,,H2028,Valley/ of Slaughter
Hinnom_Valley@Jos.15.8,Baca_Valley," - Name Combined",H1056,,H1056,Valley/ of Baca (NIV= Baka)
Hobah@Gen.14.15,,- Named,H2327,H2327,חוֹבָה,Hobah
Holon@Jos.15.51,,- Named,H2473G,H2473,חֹלוֹן,Holon
